,id,star,comment,sentiment,snlp_result
4140,633706,3,餐上 很快 加热 不太 好吃 餐包 硬 芋丸 股 酸酸的 味道 黑椒 牛排 筋太多 难切 下次 现做 ,0,1
4142,158754521,6,味道   凤爪 太多   饮料 味道 ,1,1
4143,633706,10,好吃 价格便宜 餐料 充足 特别 扒 足料 味道 无比 满意 ,1,1
4146,5638032,9,口味 价格 偏贵 分量 ,1,1
4147,90908955,10,喜欢 特别 看着 喜欢 书 陪陪 猫咪 ,1,1
4148,73798971,9,很棒 超值 团购 实惠 好吃 ,1,1
4149,5638032,10,挺不错   但豆 皮 焖 鸡 感觉 一般般 ,1,1
4150,73798971,10,牛排 特别 好吃 值得 推荐 ,1,1
4152,73798971,9,北京 路上 一家 吃 西餐 牛排 性价比 高 店 排类 出品 出品 服务态度 座位 间隔 环境 稍微 昏暗 地板 滑 总体 不错 ,1,1
4153,633706,10,牛扒 不错 环境 沙律 同鸡 柳 分量 少 点 ,1,1
4154,5527472,10,      服务         可惜 要钱           口味 还好 ,1,1
4155,4205874,4,顾客 越来越 差 猪扒 包没 好吃 奶茶 差 找 家 猪扒 包了 推荐 ,0,1
4156,164166476,10,环境 不错 味道 不错 值得 选择 ,1,1
4158,5527472,5,吃 不错 份量 少 服务 ,0,1
4161,73798971,3,一般般 咯 柠檬茶 太甜 豆腐 好吃 甜不辣 味道 怪怪的 好吃 汤 奇怪 味道 牛排 杠杠 好吃 牛排 挺值 ,0,1
4162,95652015,10,学生 价 考必过 蛤 蛤 ,1,1
4163,73798971,9,不错 ,1,1
4165,74582725,10,不错 好吃 喜欢 吃 榴莲 朋友 试试 ,1,1
4167,633706,10,不错 猪排 好吃 牛柳 面 不错 ,1,1
4168,620278,8,味道 老广 常去 喝茶 额 地方 确实 出品 有滴 细件 总体 满意 ,1,1
4170,5527472,8,总吃 黄记煌 味道 赞 下次 小伙伴 约 ,1,1
4172,633706,10,沙朗 牛排 好吃 咖啡 不错 还会 ,1,1
4174,633706,9,人餐 份量 很足 吃不完 牛扒 鸡 扒 好吃 牛 扒鸡 扒 一般般 ,1,1
4176,86045,10,味道 好吃 环境 舒服 价格合理 干净 卫生 ,1,1
4177,164166476,10,服务周到 好吃 环境 特别 特色 不错 音乐 桌子 体现 店名 凸显 气氛 ,1,1
4178,73798971,4,不错 环境 还好 味道 不错 份量 ,0,1
4179,4739416,10,不错     价格 普偏 日食 店 ,1,1
4180,73798971,8,团购 优惠 份量 很足 味道 不错 ,1,1
4183,633706,8,份量 挺 两个 吃 很饱 不错 下次 还会 吃 ,1,1
4184,73798971,10,第二次 试 孜然 牛排 美式 牛排 味道 还行 小吃 试 地瓜 条 甜不辣 南瓜 蛋挞 ,1,1
4185,107377267,10,吃 几次 环境 不错 好吃 服务态度 ,1,1
4187,73798971,5,东西 出品 分量 饮品 价格 出品 性价比 不高 ,0,1
4190,73798971,10,环境 不错   服务态度 ,1,1
4193,5527472,8,点 麻辣 口味 超辣 真的 爽爆 好久 广州 吃 辣 口味 一如既往 沙鱼 很嫩 ,1,1
4194,73798971,8,价钱 实惠 好吃 朋友 吃 套餐 点 希望 换换 套餐 不错 ,1,1
4195,74582725,10,榴莲 大爱 找到 一间 做 榴莲 爱 榴莲 ,1,1
4196,5638032,9,九毛 一贯 不错 名店 团购 抢到 不错 ,1,1
4197,73798971,9,光明 这家 新开   吃   光明 这家 不错   牛扒 成熟   共加 20 元 牛扒 加 分量   黑椒 汁配   挺好吃     小吃 薯条 豆腐   好吃   饮料 我要 西瓜 沙冰 椰奶   挺 好喝   周边 桌 喝 椰奶   挺 受欢迎   两个 玉米汤   玉米 羹 好吃 还点 千层 塔   18 元   真心   烘烤 面包   巧克力 草莓酱   摆个 积木 造型 再放个 雪糕 顶端   太甜 太普通 ,1,1
4198,67446384,8,酸奶 挺 超级 划算 说 第一次 吃 酸奶 ,1,1
4200,4739416,9,色相 口感 一流 两天 ,1,1
4202,5638032,5,小白菜 苦 烙饼 好吃 苦苦 ,0,1
4203,73798971,9,这家 店 不错 服务态度 挺 上菜 挺快 点 三杯 柠檬水 忘 一杯 牛肉 味道 不错 配 黑椒 汁 可香 牛肉 好嫩 爽口 终于 选 地方 下次 还会 美团 实惠 好吃 赞 ,1,1
4204,5527472,9,口味 不错 感谢 排队 ,1,1
4206,633706,5,老板 台湾人 上菜 速度 ,0,1
4207,86045,5,一般般 吃 完 口渴 ,0,1
4208,157174142,10,环境 最牛 拼盘 丰盛 牛肉 肉质 通心粉 料挺足 服务员 哥哥 颜值 高 ,1,1
4209,86045,10,环境 不错 选择 ,1,1
4210,73798971,10,口味 不错 ,1,1
4211,5638032,8,喜欢 吃面 优惠 多点 更好 ,1,1
4212,67446384,9,百利 家 永远 爱 炸鸡 无敌 美味 芝士 吃 腻 ,1,1
4213,633706,6,份量 很足 喜欢 全熟 牛扒 整体 味道 不错 上午 12 点 周末 等位 人多 坐大台 原因 团 双人 套餐 四人 套餐 鸡 扒 好吃 鱼 扒 吃 不惯 感觉 味道 份量 很足 鸡 扒 ## 馅 餐包 ## 沙律 ## 台湾 摩卡 咖啡 ## 西冷 牛排 ,1,1
4216,73798971,10,第一次 光明 广场 间 光顾 环境 那间 舒服 大气 漂亮 朋友 喜欢 罗宋汤 说 比卡朋 罗宋汤 饮 味道 浓香 牛排 成熟 成熟 成熟 吃 鲜嫩 可口 很痴牙 下次 光顾 加油 努力 ,1,1
4218,2501098,8,不错 一份 烤鱼 两份 香锅 六个 总共 买 五张 券 九折 20 现金 ,1,1
4221,73798971,10,味道 真的 便宜 环境 挺不错 ,1,1
4224,164661961,8,味道 不错 喜欢 价格 贵 点 ,1,1
4226,5638032,10,吃 感觉 北京路 店 饺子 分量 少 是因为 盘子 酱 骨架 一如既往 好吃 面 正宗 推荐 吃 机会 ,1,1
4228,633706,6,味道 服务员 态度 咯 门口 接待 台湾 大叔 不错 ,1,1
4229,86045,6,不错 装修 旧 食物 ,1,1
4230,107377267,10,服务     环境 味道 不错 ,1,1
4231,73798971,8,妹子 吃 开心 好不好 ,1,1
4233,164166476,8,服务员 热情 小妹子 ,1,1
4235,2501098,8,广州 逛街 吃 优惠 第二次 ,1,1
4236,73798971,10,买 套餐 加大   牛排 好吃   套餐 划算   吃 ,1,1
4237,5527472,9,便宜 俩 吃 200 味道 不错 ,1,1
4239,158754521,10,味道 不错 吃个 套餐 吃 撑 超级 划算 ,1,1
4241,179408908,9,好吃 很大 份 ,1,1
4242,4205874,9,店面   位置 好找 新出 鸡 中翅饭 美味 推荐 推荐 ,1,1
4243,67446384,8,美团 上团 味道 很足 服务员 一端 浓浓的 芝士 味儿 迎面 扑鼻 鸡肉 鲜美 确实 好吃 昨天 吃 控制 不住 地来 吸引 ,1,1
4245,633706,9,味道 不错 东西 挺 环境 吃 ,1,1
4249,2501098,6,菜 不错 吃 分量 很足 ,1,1
4250,179658375,10,好吃 不错 服务 ,1,1
4251,158754521,9,服务周到 环境 不错 味道 ,1,1
4252,5527472,9,服务周到 肯定 两个 组合 锅 两杯 饮料 菇类 拼盘 200 两张 代金券 贵 便宜 ,1,1
4254,73798971,7,环境 超好 特别 适合 情侣 好多 情侣 味道 服务 一般般 太多人 热饮 好喝 ,1,1
4255,633706,9,t 骨 趴 分量 足 ,1,1
4256,2501098,9,好吃 每次 必点 牛蛙 还点 山药 好吃 ,1,1
4257,2501098,9,环境 态度 菜式 新鲜 ,1,1
4258,2501098,9,总体 夫妻 肺片 味道 ,1,1
4259,2501098,9,好吃 菜品 很棒 定期 ,1,1
4261,107377267,10,环境 不错 服务态度 真 ,1,1
4262,5527472,10,第一次 吃 吃 不错 ,1,1
4263,2501098,8,吃 饱饱 不错 不错 好评 ,1,1
4264,73798971,6,口味 重 味道 环境 不错 ,1,1
4268,92159107,7,地方 难 找 榴莲 没多大 味道 挺不错 两个 人点 一份 榴莲 一碗 肉骨 茶 加点 小吃 炒粉 喜欢 榴莲 试试 吃 魔鬼 鱼 下次 试一下 等位 水果 贴心 ,1,1
4269,2501098,9,味道 不错 辣 点 吃 辣 女朋友 喜欢 ,1,1
4270,163178422,9,份量 很足 菜式 不错 上菜 慢 ,1,1
4271,73798971,8,便宜 套餐 有吃有喝 不错 ,1,1
4273,633706,6,第二次 吃   味道   熟悉 感觉   服务态度 不错 ,1,1
4277,109403441,9,味道 不错 肉 新鲜 服务态度 排 一个多 小时 值 ,1,1
4278,5638032,9,味道 不错 份量 挺 足 回家 尝尝 送 荞麦 茶 ,1,1
4279,633706,9,位置 北京路 天河城 七楼 位置 找 地铁 六号 线 北京路 站 二号线 公元前 走 四分钟 走 装修 西餐 风格 装修 卡座 座位 宽松 舒适 人不多 气氛 安静 灯光 偏暗 适合 情侣 约会 出品 图片 分量 足够 鸡柳 松脆 可口 鸡 扒 香嫩 多汁 牛扒 入味 黑椒 汁 太少 玉米 忌廉 汤水 太 太稀 服务 服务 不错 写 200 字 希望 评价 奖 肺腑之言 ,1,1
4280,117225790,9,好吃 ,1,1
4281,633706,9,好吃 回 一去 北京路 回去 做 好吃 不贵 吃 很饱 汤 好喝 ,1,1
4283,158754521,9,好吃 ,1,1
4286,5638032,8,菜色 味道 值得 推荐 噢 一道 菜 本想点 可惜 挺 合口味 ,1,1
4287,164166476,9,探蟹 味道 挺 服务 ,1,1
4288,2501098,9,味道 不错 麻辣 口味     喜欢   酸梅汤 老公 说 喝 好喝 挺 ,1,1
4289,160789530,9,不错 店 买 团购 西冷 嫩 莎朗 嚼 头 成熟 刚刚 配菜 土豆泥 超级 好吃 出品 不错 光顾 ,1,1
4291,633706,9,不错 餐厅 牛排 味道 熟 程度 合 口味 份量 很足 图上 东西 服务 不错 羊肉串 一般般 好评 ,1,1
4292,5638032,9,不错 要来 亲 ,1,1
4294,633706,9,好久 想 评论 环境 不错 味道 OK 人多要 排队 ,1,1
4295,73798971,9,环境 不错   适合 约会   哈哈哈   闺蜜   买 团购   感觉 挺 划算   好吃 ,1,1
4296,2501098,10,好吃 特别 排队 一会儿 上菜 速度 挺快 ,1,1
4299,73798971,6,不错 平 底食 仲会 爽 ,1,1
4306,633706,6,一般般 价钱 对得起 套餐 ,1,1
4307,633706,8,节假日 扒 份量 很足 沙拉 好吃 环境 ,1,1
4308,633706,8,环境 不错 份量 足 两个 吃 很饱 ,1,1
4313,73798971,10,不错 第二次 ,1,1
4314,633706,5,味道 东西 慢 丢三落四 ,0,1
4315,2501098,5,挺好吃 上菜 挺快 麻辣 香锅 正 环境 服务员 少 ,0,1
4316,5527472,6,分量 不算 一份 全鱼 加 加 素菜 俩 吃 七八成 人均 价 一百 ,1,1
4317,2501098,9,第二次 光顾 点 新 推出 宫保 烤鱼 酸酸甜甜 带点 辣 皖 鱼 两斤 一斤 38 元 配菜 一份 莲藕 片 一份 黄豆芽 一份 乌冬面 一份 六块钱 点 一份 夫妻 肺片 26 元 特别 辣 很香   茶位 费 一位 三块 钱 新 手机号码 扫 桌子 二维码 关注 微信 一人 送 一杯 饮料 不错 不错 饭前 送 小吃 龙虾 片 花生 饭后 送 西瓜 服务 支持 ,1,1
4318,633706,9,价格 优惠 服务态度 挺 老板 热情 ,1,1
4320,73798971,4,服务态度 味道 不错 ,0,1
4321,73798971,9,好吃 满意 女朋友 吃 气氛 环境 北京路 那间 ,1,1
4323,169458693,10,顺德 私房 菜 吃 鱼 首选 第一次 吃江 团鱼 感觉 比皖 鱼 好吃 鱼肉 酥脆 弹性 新鲜 可口 骨肉分离 仔细 老人 小孩 进食 特别 米粥 底 吃 精华 一滴 浪费 吃 光光 服务态度 周到 人多 客户 怠慢 春节 家人 来刷 ,1,1
4325,5527472,10,味道 不错 感觉 做 ,1,1
4327,633706,10,上菜 速度 很快 服务态度 超 超级 差 论菜 口味 牛扒 不错 汤 好喝 面包 水果 沙拉 行 羊肉串 和芋 丸 还行 咖啡 热 柠茶 还行 总体 性 比价 还行 服务态度 不好 想 ,1,1
4328,73798971,10,hin 好吃 下次 还会来 ,1,1
4329,2501098,5,好吃 喜欢 重 口味 尝尝 ,0,1
4331,73798971,8,牛排 配上 意粉 味道 真的 不错 浓汤 刚刚 开张 等位 位置 偏僻 挺 找 价钱 实惠 午餐 晚餐 不错 选择 闺蜜 朋友 聚会 地方 上菜 挺快 总体 棒 值得 推荐 ,1,1
4332,4205874,10,一如既往 好吃 猪扒 包都 不及 ,1,1
4333,164166476,10,东西 不错 服务 ,1,1
4334,2501098,8,新年 第一天 家人 逛街 吃饭 人多要 等位 还好 太久 服务 上菜 味道 一如既往 ,1,1
4335,164166476,10,第一次 吃 环境 不错 服务态度 口味 挺 推荐 ,1,1
4336,633706,10,确实 挺 好吃 实惠 水果 沙拉 太 掉价 胡萝卜 土豆 总价 好吃 牛排 不错 ,1,1
4337,73798971,10,好吃 三个 人点 两份 套餐 吃 撑 下次 还会 甜不辣 好吃 日本 炸豆腐 饮料 超级 棒 上班 楼上 不远 服务态度 环境 优雅 卡座 隔离开 适合 聊天 太撑 下次 四个 ,1,1
4339,633706,8,还行 女朋友 接受 开心 ,1,1
4342,5527472,6,挺好吃 饮料 贵       哈哈哈哈 哈哈哈哈 ,1,1
4344,2501098,8,味道 不错   上菜 速度 不错   挺   值得 ,1,1
4346,633706,10,汤 好喝 南瓜 汤 ,1,1
4349,73798971,5,一如既往 好吃 台湾 小吃 不怎么样 ,0,1
4351,5638032,10,不错 服务 小哥 很帅 吃 一半 想 团购 物美价廉 ,1,1
4352,2501098,9,服务 烤鱼 香 辣味 超 好吃 下次 推荐 ,1,1
4353,4739416,9,盖饭 不错 料 足 团购 几好 下次 帮衬 ,1,1
4354,90908955,10,菜品 猫 菜 吃 几口 猫 好玩 送 一袋 猫 粮 拍 亲近 猫 照片 特别 美 下次 还来 ,1,1
4355,2501098,10,不错 团购 交通 环境 不错 味道 分量 足 服务员 超 贴心 有人 跟进 菜 东西 下次 还会 ,1,1
4356,109403441,6,不错 肥牛 好吃 适合 慢慢 吃 ,1,1
4358,5527472,6,不错 地方 分店 一如既往 服务 味道 价格 实惠 还会 光顾 ,1,1
4360,119357852,9,牛扒 类 出品 值 ,1,1
4361,633706,10,出品 不错 味道 适中 扒 生熟 控制 服务态度 有求必应 环境 优雅 舒适 ,1,1
4362,633706,10,每次 北京路 光顾 好吃 用料 分量 足 ,1,1
4363,2501098,10,团过 满意 好吃 ,1,1
4364,73798971,9,满意 黑椒 牛排 意粉 薯条 脆脆 吃得饱 ,1,1
4365,73798971,10,味道 不错 四个 吃 撑 下次 环境 正 超 适合 情侣 约会 价钱 超 实惠 美团 买 两张 卷 玉米浓汤 浓浓的 超 好喝 点 鱿鱼 好大个 说 价格 不贵 沾 芥末 酱 吃 一句 话 靓 平 好吃 ,1,1
4367,95240348,7,老广 吃品 西多 炒饭 不错 焗 伊面 ,1,1
4368,2501098,7,分量 很大   两个 吃 荤 四素 吃 完   剩 ,1,1
4370,633706,8,,1,1
4371,4739416,8,口感 依然 美味 水准 依然 ,1,1
4373,158754521,8,环境 挺 推荐 试试 ,1,1
4375,73798971,5,团 左个 双人 套餐 屋企 人过 嚟 食 味道 唔 错 份量 够 上菜 速度 好快 服务 热情周到 就餐 环境 舒服 干净 光顾 ,0,1
4376,5527472,9,不错   喜欢 酱   光顾 ,1,1
4377,5638032,10,不错 吃 生日 想 ,1,1
4378,633706,8,上菜 很快 品质 一如既往 ,1,1
4379,5527472,10,实惠 味道 真的 好吃 几次 两个 小贵 三四个 吃 实惠 ,1,1
4380,5527472,5,位置 不错 不用 排队 上菜 速度 行 ,0,1
4381,633706,10,服务员 态度 挺 味道 不错 不算 贵 ,1,1
4382,2501098,8,不错 烤鱼 不错 想要 麻辣味 ,1,1
4383,633706,8,好吃 ,1,1
4387,633706,10,服务 上菜 很快 食物 很大 份 划算 ,1,1
4388,633706,10,喜欢 下次 ,1,1
4391,4739416,10,购买 食材 新鲜 挺 多料 人去 吃 ,1,1
4392,109403441,10,总体 不错 肉 新鲜 服务 热情 ,1,1
4393,5527472,10,味道   环境 不错   服务态度 不错   赞 ,1,1
4394,5638032,10,环境 每次 太多人 排队   老公 爱 吃 ,1,1
4397,4205874,8,味道 不错 确实 澳门 猪扒 包 风味 ,1,1
4400,633706,9,不错 分量 挺大 意 面 挺好吃 蔬菜 沙拉 好吃 味道 一会 男朋友 份 牛扒 香 一点 ,1,1
4401,164661961,6,吃 行 吃 完后 口渴 ,1,1
4402,2501098,10,特别 好吃 服务态度 特别 位置 ,1,1
4406,107377267,10,蟹 煲 特别 新鲜 推荐 试一下 ,1,1
4408,86045,10,冬阴公 好喝 ,1,1
4410,73798971,6,好吃 台湾 小吃 喜欢 吃 还好 ,1,1
4413,2501098,6,不错 唷 辣 口味 广东 太 适合 ,1,1
4414,633706,10,n 次 购买 好吃 太 美味 超值 吃 很饱 下次 购买 ,1,1
4415,73798971,9,抱 愉悦 心情 品尝 不知 上次 部位 感觉 单人 团购 难吃 ,1,1
4417,5527472,8,挺不错 超过 30 分钟 送 酸梅汤 味道 不错 ,1,1
4419,633706,6,第三次 味道 不错 份量 很足 ,1,1
4420,5527472,10,口味 还好 略重 口味 一试 ,1,1
4421,86045,8,越 菜 风味 服务 不错 滴 好评 ,1,1
4422,633706,10,吃 饱饱 老板 热情 外面 接待客人 吃 挺 牛扒 牛味 地瓜 丸 挺好吃 价钱 吃 多挺值 ,1,1
4423,633706,9,块 牛排 两人 吃 正好 撑 刚刚 ,1,1
4424,86045,8,服务 支持 加油 加油 ,1,1
4426,633706,10,份量 很足 服务态度 朋友 找 环境 干净 喔 值得 推荐 ,1,1
4427,86045,9,鸡 味道 不错 沙拉 分量 很大 可惜 沙拉酱 配太少 搅拌 还行 上菜 速度 很快 ,1,1
4428,5638032,10,满意 味道 服务 上菜 速度 不错 ,1,1
4429,633706,10,价格 挺 便宜 分量 挺足 吃 很饱 一百分 ,1,1
4430,633706,9,,1,1
4432,74582725,10,很想 好吃 一杯 分量 饭后 甜品 优选 ,1,1
4433,74582725,8,苏丹 王 榴莲 味道 香浓 果肉 嫰 滑 细致 质地 绵软 味道 甜中带 浓郁 奶油味 食后 令人 齿颊 留香 浓而 不腻 醇厚 绵远 味觉 猝不及防 强烈推荐 ,1,1
4434,633706,9,老板 台湾人 服务态度 员工 老板 服务态度 食物 ,1,1
4435,5527472,6,味道 等位 环境 挺 ,1,1
4436,5527472,10,环境 挺 上菜 优惠 点 更好 ,1,1
4437,5527472,10,环境 不错 味道 值得 品尝 ,1,1
4438,2501098,8,蓝莓 山药 坏 味道 总体 挺好吃 ,1,1
4439,160789530,8,提早去 等位 团购 二人 套餐 便宜 好吃 点 火焰 牛扒 好像 点火 瞬间 很爽 溅 一身 油 下次 试试 ,1,1
4440,2501098,10,不错 ,1,1
4441,5527472,9,划算 两个 吃得饱 下次 ,1,1
4442,5527472,6,不错 waifai 速度 很快 ,1,1
4444,4739416,8,东西 好吃 比较慢 环境 还行 装修 不错 ,1,1
4445,74582725,10,不错   明明 两人餐 一份 榴莲 布丁 ,1,1
4446,5527472,10,环境 不错 周五 不用 等位 帅哥 价位 很值 份量 够 够 两个 吃 吃不完 好评 ,1,1
4448,633706,9,味道   份量 挺 足   两个 推荐 吃   不错 ,1,1
4450,633706,10,味道 挺 不赖 团 双人 九九 饱得 ,1,1
4451,5638032,8,增加 新菜式 味道 ,1,1
4452,633706,10,不错 挺 食物   环境 吵 总体 满意 ,1,1
4453,633706,8,位置 还好 一份 套餐 加 东西 挺 炸紫署 好吃 牛排 不错 服务 挺 套餐 奶黄包 好吃 味道 总体 不错 ,1,1
4454,633706,10,不错   下次 还会   口味 不错 ,1,1
4455,633706,8,沙律 好吃 挺 值得 试下 下次 光顾 ,1,1
4457,5527472,9,好吃 吃 老公 第一次 说 特别 好吃 想 ,1,1
4459,91361393,10,好吃 赞赞赞 下次 ,1,1
4461,2501098,10,吃 烤鱼 上次 蓝莓 山药 终于 吃 不错 鱼 真的 辣到 ,1,1
4463,158754521,10,环境 挺 服务周到   份量 很足 ,1,1
4464,107377267,9,环境 优良   服务态度   上菜 速度   好评 ,1,1
4465,633706,9,上菜 速度 很快 味道 不错 值 价 ,1,1
4466,73798971,10,第三次 吃 味道 服务 不错 牛排 正点 价钱 实惠 果汁 纯正 ,1,1
4467,633706,9,味道 不错 吃 几次 上菜 出品 ,1,1
4468,2501098,8,字 赞 汤底 滚开 吃 味道 入味 ,1,1
4469,5638032,8,味道 不错 环境 厨房 卫生 干净 ,1,1
4470,107377267,10,好吃 光顾 ,1,1
4477,73798971,10,味道 不错 筋略 黑胡椒 酱汁 感觉 好辣 少 点 黑胡椒 爱 炸豆腐 好香 ,1,1
4478,2501098,8,想象 中 好吃 ,1,1
4479,633706,8,团购 套餐 划算 味道 出品 上菜 很快 份量 足够 ,1,1
4480,73798971,8,环境 不错 味道 分量 女生 就够 ,1,1
4481,633706,10,牛排 好吃 味道 不错 色香味 俱全 价格 实惠 下次 还会 光顾 ,1,1
4483,633706,8,实惠 嘻嘻 ,1,1
4484,2501098,9,味道 优惠 措施 不错 行 ,1,1
4485,73798971,9,口味 超赞 闺蜜 环境 优雅 ,1,1
4487,620278,10,味道 不错 位置 偏 不太好 找 ,1,1
4489,633706,10,挺好吃 环境 不错 喜欢 牛排 ,1,1
4490,633706,8,口味重 点 分量 很足 服务 欠 周到 希望 下次 改善 ,1,1
4492,164409108,10,听 朋友 说起 北京路 一家 今半 食堂 日料 店 特色 有空 慕名而来 闻名不如见面 北京路 仰忠汇 六楼 好找 店里 装饰 日式 风格 明亮 别具一格 适合 情侣 约会 适合 三五 好友 小聚 店里 哥哥 姐姐 服务 热情 恰到好处 态度 值得一提的是 上菜 速度 很快 点 完单 谈话 间 不一会儿 陆续 完菜 吃 澳洲 牛肩肉 套餐 服务员 帮忙 黄油 化 开 倒好 木鱼 花汤 寿喜 烧汁 还会 讲解 木鱼 花汤 寿喜 烧汁 煮 牛肉 味道 分量 两个 吃 蕨饼 口感 像是 年糕 味道 菜品 虾饼 玉子 烧 干贝 烧 日式 风味 乌冬面 特别 绵绵 口感 炸 肉饼 很腻 勉强 吃 一块 不想 吃 吃 加汤 锅 干掉 食物 轻微 粘 锅底 用餐 体验 很棒 店里 环境 店员 服务 菜品 质量 说 枉 此行 ,1,1
4493,5638032,10,爱 面食 味道 不错 等位 50 分钟 菜价 7.5 折 优惠 累加 团购 划算 三个 四个 菜 两个 主食 吃 很饱 腌菜 炒 莜面 味道 浓 砂锅 山药 一半 山药 一半 大蒜 醋 泡 花生 醋 酸爽 糖醋 丸子 一般般 小米 糕 味道 软绵绵 蛋糕 ,1,1
4494,73798971,8,不错   味道 合口味 咯   两人 吃 撑 ,1,1
4495,90908955,10,喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕   喜欢 猫叫 雪糕 ,1,1
4496,5638032,10,满意   每次 外面 吃饭   吃   第一个 想到   九毛   他家 菜 家 爸爸妈妈 做 那种 家 味道 ,1,1
4497,2501098,9,总得 行 米饭 太久 米饭 茶位 块 感觉 贵 不错 麻辣 香锅 中辣 感觉 难以承受 微辣 不辣才行 ,1,1
4498,73798971,6,热闹 经济 亲民 有时候 等位 不错 ,1,1
4499,117225790,9,喜欢 九龙 冰室 装修 风格   墙壁 望去 经典 港影 海报   颜色 鲜艳 店铺 装修 适合 自拍 奶茶 喜欢 类型   浓奶 浓茶   一只 夹 冰冻 牛油 菠萝油   一口   冰 火 交融 美好 下午茶 时光 伸个 懒腰 ,1,1
4501,91361393,10,菜 分量 很足 想象   服务态度 超级 ,1,1
4502,86045,10,每次 必点 麻油鸡 出品 不错 喜欢 还会 价格 优惠 ,1,1
4504,2501098,7,环境   服务态度   吃 东西 好吃 ,1,1
4506,179453956,10,位置 北京路 惠福 美食街 Old 记 茶餐厅 隔壁 ,1,1
4508,2501098,8,味道 真的 不错 服务态度 上菜 ,1,1
4509,73798971,10,好吃 光临 这家 店 团购 芒果 冰沙 好吃 价格 稍微 涨 点 ,1,1
4510,172239782,10,不错 ,1,1
4511,633706,6,女儿 吃 服务态度 东西 还好 ,1,1
4512,5527472,3,进店 服务 一点 活跃 点 牛肚 橡胶 总体 两人 价格 256 性价比 不高 ,0,1
4515,5527472,10,闷 海之心 挺不错 168 锅 加茶位 拉拉杂杂 补个 30 ,1,1
4516,74582725,8,榴莲 披萨 做 苦       新鲜 ,1,1
4518,633706,10,地方 好找 分量 超级 足 喜欢 茶水 茶 台湾 老板 可爱 真的 台湾人 耶 好多 老板 招呼 真的 不错 下次 还会 ,1,1
4519,5527472,8,七夕 小伙伴 挺 味道 行 ,1,1
4520,164166476,10,环境 特别 漂亮 菜量 很足 凤爪 好吃 推荐 推荐 ,1,1
4523,158754521,9,味道 不错 吃 好久 ,1,1
4524,2501098,10,好找 菜 做 真的 好吃 辣 过瘾 菜量 足 当天 点多 吃不完 带走 中午 不用 排队 服务 热情 服务员 不停 收拾 干净 舒适 味道 ,1,1
4527,633706,6,服务 菜 味道 不错 ,1,1
4531,73798971,4,牛排 不好 冰箱 刚刚 五分 熟变 七分 土豆条 量 少 ,0,1
4533,73798971,8,便宜 实惠 好吃 ,1,1
4534,73798971,7,东西 秘制 豆腐 好吃 点 果汁 难 喝 汤 不好 ,1,1
4535,633706,10,超级 划算 一下子 团购 份 朋友 味道 不错 特 喜欢 牛排 份量 很足 吃不完 下次 还会来 ,1,1
4536,73798971,9,n 次 吃   变   沙冰 缩 一点点   好吃 ,1,1
4537,86045,3,态度 爱理不理 芝士 火锅 味道 浓 食物 份量 性价比 不高 ,0,1
4539,633706,7,不错 份量 足 环境 挺 挺 愉快 食餐 千万别 点 奶茶 ,1,1
4540,2501098,8,想像中 菜式 挺 便宜 团购 喜欢 吃 麻辣 朋友 试试 吃 辣 接受 关注 微信 送 甘桔 饮品 不错 服务员 态度 棒棒 值得 一试 遗憾 吃 烤鱼 赞 ,1,1
4541,2501098,9,还行 还会 想 吃 第二次 服务 挺 ,1,1
4542,5638032,9,食物 很正 上餐 速度 环境 不错 ,1,1
4544,5638032,9,好好 要试 错过 太好 ,1,1
4545,5638032,8,吃 长寿面 划算 味道 折扣 ,1,1
4549,5527472,5,不错 ,0,1
4554,633706,9,味道 不错   团过   老板 态度 一级 棒 ,1,1
4555,633706,8,分量 足 环境 ,1,1
4556,633706,10,分量 超多 四个 吃 剩 撑死 上菜 环境 ,1,1
4557,74582725,7,鸡煲 不错 好吃 很香 菜 强行 榴莲 感觉 ,1,1
4559,158754521,9,价格 实惠   三个 吃 两人份 吃 第三次 次 ,1,1
4560,5527472,7,味道 不错 上菜 太慢 还行 团购 挺 便宜 ,1,1
4562,158754521,10,超 好吃   无限 吃     服务员 小姐姐 可爱   环境 不错   地方 找 两个 女生 吃 刚刚 ,1,1
4563,633706,9,很值 ,1,1
4565,91361393,10,好吃 老板 烤肉 烤肉 配 烧酒 good ,1,1
4566,633706,10,份量 牛排 好吃 包括 餐包 咖啡 水果 汤 饭后 甜点 总体 划算 环境 特别 优雅 适合 聚会 约会 下次 还会 喔 竹风 特制 餐包 ## 菲力 牛排 ## 香芋 地瓜 丸 ## 土豆泥 ## 西冷 牛排 ,1,1
4569,73798971,7,味道 服务 推荐 菜色 下次 ,1,1
4571,633706,4,感觉 想象 中 好吃 整体 行 ,0,1
4572,158754521,7,好吃 特别 棒棒 哒 服务员 喜欢 ,1,1
4574,73798971,5,挺 环境 服务态度 ,0,1
