,id,star,comment,sentiment,snlp_result
2256,91361393,6,吃 撑 点太多 店家 烤肉 要点 份起 鸡蛋 卷 分量 很足 很赞 泡 菜汤 一半 喝 完 太饱   调味 猪排 肉   小菜   奶酪 鸡蛋 卷 ,1,0
2257,5527472,4,菜 口味 太咸 上菜 久 服务态度 ,0,0
2259,4739416,8,真系成 日 屋企 煮饭 就行 过黎 吃 饭 算 饭堂 老板娘 团购 招呼 加水 口味 偏甜 今次 吃 海底 世界 三文鱼 上次 无甘厚 咯 希望 三文鱼 厚度 章鱼 好吃 虾 新鲜 无住 饭 过黎 吃 OK ,1,0
2260,633706,8,说 服务态度 团购 态度 稍 差点 ,1,0
2261,2501098,3,鱼头 没熟 味道 真的 挺 为啥 贵 ,0,0
2263,107382571,10,好吃 泰餐 ,1,0
2264,5527472,10,第一次 吃 点 好几样 肉类 虾 好吃 ,1,0
2265,73798971,4,两份 牛排 一份 西冷 扒 一大 块根 吃 不到 饮品 汤 那条 根 不切 煎 图片 大条 根 ,0,0
2268,5638032,8,挺不错 家常菜 价格 两个 吃 两张 券 整张 桌都 放满 ,1,0
2269,633706,8,说 现金 套餐 牛扒 吃 味道 环境 ,1,0
2272,2501098,8,味道 不错 烤鱼 鱼够 新鲜 鲜美 一吃 现杀 鱼 冻鱼 麻辣 虾 味道 不错 好久没 这家 店 吃饭 生意 依然 幸好 早到 一会 迟 一点 等位 北京路 逛街 还会 ,1,0
2276,160789530,4,牛排 好吃 放 久 ,0,0
2282,73798971,4,好吃 豆腐 冷 甜不辣 太硬 咬到 牙疼 ,0,0
2283,633706,6,东西 实惠 好吃 店长 服务员 态度 垃圾 ,1,0
2290,107377267,3,蟹 主题 店 蟹 好吃 不行 蟹 配菜 太 环境 灯光 太暗 味道 推荐 ,0,0
2292,119357852,4,餐巾纸 收费 ,0,0
2295,633706,4,不想 说 扒 一点 好吃 小吃 好吃 浪费 ,0,0
2298,5527472,3,服务 差   卫生   d 素质     ,0,0
2301,633706,7,份量 好多 吃不完 味道 不错 吃 稍微 腻 ,1,0
2302,620278,10,菠萝包 厉害 爆炸 超大 ,1,0
2306,5527472,7,份量 挺足 味道 行 太热 食 一餐 落来 全身 湿 晒 ,1,0
2308,5527472,4,味道 偏咸     越来越 淡 ,0,0
2309,5527472,10,第一次 团购 点 虾 黄骨鱼 鸡中 翅 墨鱼 混 搭 味道 不错 老公 毕较 喜欢 吃 墨鱼 仔 环境 不错 服务 团购 优惠 ,1,0
2317,107377267,1,骗人 118 套餐 明明 写 周末 节假日 通用 店铺 买 138 骗 气死 ,0,0
2318,73798971,7,团购 套餐 优惠 82 蚊 杯 嘢 饮 款 小食 份 扒 环境 唔 错 西餐厅 风格 服务员 感觉 系 新手 唔 够 专业 餐具 忘记 耐 小食 好腻 炸豆腐 酱料 系整 唔 错 可惜 太咸 扒够 嫩 西冷 扒 一分 价钱 一分货 个人感觉 过过瘾 ,1,0
2324,633706,4,饭品 环境 吵杂 油烟味 重 ,0,0
2328,73798971,5,地方 快餐 周六日 加费 味道 地道 ,0,0
2333,2501098,10,吃 服务 0k 团购 加在一起 不用 分茶位 另收 ,1,0
2334,633706,7,人多 地窄 太吵 味道 吃饱 ,1,0
2339,169458693,8,味道 不错   鸡汤 淡 点   没想到 收茶 位费   多收 ,1,0
2343,73798971,4,自助 十块 没什么 供选择 挺 牛排 做 去过 地方 差 火焰 ,0,0
2348,633706,10,挺 份量 算挺足 味道 算 合格 不算 好吃 ,1,0
2358,5527472,2,莱品 口味 差 环境 上菜 慢 服务员 ,0,0
2361,5527472,6,口味 差 ,1,0
2363,633706,8,不用 排队 四个 吃 份量 足 吃 ,1,0
2364,164409108,2,黑到 死 打死 推荐 吃 一半 停电 好久 来电 说 买单 吃 算 算 完账 态度 不好 说 用券 只能 一张 连句 道歉 进门 不爽 说 两个 坐 那厢 位置 说 坐 坐 厕所 门口 擦 鬼 情侣 千万别 坑 死 ,0,0
2369,5527472,8,预约 团购 上菜 味道 不错 机会 ,1,0
2379,107377267,8,五个 两个 锅 吃不完 ,1,0
2383,179453956,3,味道 服务员 态度 爱答不理 上菜 速度 极慢 地方 分量 少 差 特别 差 广州 生活 20 多年 没吃过 差 店 服务态度 极差 差到 不想 说 ,0,0
2386,179651967,10,好吃 特别 好吃 小贵   山珍 菌菇 加 牛油 麻辣 鸳鸯锅   各类 串串   虾 滑   牛肉 串串   金桔 柠檬茶 ,1,0
2387,4739416,10,第二次 唔 排队 真 价格 贵 服务 ,1,0
2390,4739416,10,第二次 好像 第一次 好吃   发 朋友圈 大众 发图 山药 泥   山药 泥好 好吃 ● ｀ ● ,1,0
2392,160789530,2,服务员 态度 极差 菜 气 走 说 五次 菜 没上 服务员 态度 板 脸 说 稍 一把 游戏 没上 走 服务员 一比 对讲机 说 xxx 台 下楼 垃圾 服务态度 菜品 不错 服务态度 令人 望而止步 店 服务态度 垃圾 希望 经理 好好 休整 一堆 屎 坏 一锅粥 ,0,0
2394,2501098,8,口水鸡 ## 烤鱼 ,1,0
2395,633706,10,扒 一般般 份量 够 周末 客人 环境 0K ,1,0
2397,156627448,1,点半 一堆 服务员 坐 下班 答应 火滚 广州 大城市 服务 肇庆 差 服务员 驳嘴 好吃 俾 抵不过 服务 ,0,0
2399,164661961,8,两个 吃 分量 很足 牛杂 量 萝卜 入味 更好 耶 ,1,0
2400,5527472,2,反正 差 第二次   ,0,0
2402,5527472,4,本来 想 高分 这家 吃 闷 虾 杂菌 锅 过敏 痒 死 害得 大半夜 冒雨 拿药 菜 ,0,0
2409,633706,5,团购 四人餐 味道 鸡 扒 点 热饮 坑 金牌 香 煎 脆皮 鸡排 ## 深海 鳕鱼 排 ,0,0
2411,5527472,5,喜欢 吃 辣 说 不太 适合 ,0,0
2414,169310417,4,吃 店里 三个 推荐 菜 爱 吃 辣 实在 接受 菜 吃 南北 几个 地方 广州 菜 接受 菜 清淡 油多 加糖 实在 接受 无能 ,0,0
2416,633706,8,味蕾 个人感觉 大众化 没什么 特别 感觉 ,1,0
2417,633706,8,上菜 味道 好吃 ,1,0
2418,5527472,5,一般般 高峰期 等位 太久 ,0,0
2419,5527472,6,味道 别家 黄记煌 好吃 服务 真的 吃 好几个 城市 好几个 黄记煌 里 最差 菜单 配菜 好久 做 喊 服务员 两次 三分钟 搭理 真的 北京路 这家 吃 ,1,0
2421,2501098,6,吃 肚子痛 ,1,0
2426,107377267,7,好吃 分量 少 总体 吃饱 高峰期 鸡爪 炖烂 几个   肉蟹 煲   凉拌 土豆丝   金桔 柠檬汁   马家 地瓜 丸 ,1,0
2427,5638032,8,态度 光明 广场 楼 店 中午 不用 排队 号 分店 份量 多点 ,1,0
2429,117225790,1,不想 表达 ,0,0
2430,4205874,1,第一张 澳门 猪排 包 第二张 LC ,0,0
2435,109403441,8,牛舌   嫩 牛肉   五花 趾 ,1,0
2438,5527472,10,味道 菜 新鲜 鸡 脆骨 太 大块 ,1,0
2441,86045,10,每次 聚会 这家 团购 现金 卷 划算 ,1,0
2443,73798971,2,服务态度 差 上菜 太慢 菜品 太 差 ,0,0
2445,2501098,10,美团 三年 浪费 积分 美团 积分 抵 用钱 评价 重要性 复制 这段话 走到 复制到 赚钱 哒 省心 省力 ,1,0
2449,73798971,6,还好 没什么 招呼 干 几分钟 几个 说 ,1,0
2453,2501098,3,好吃 难吃 难吃 难吃 超贵 吃 200 ,0,0
2456,2501098,10,烤鱼 味道 份量 不算 四川 烤鱼 高 一点 ,1,0
2461,633706,3,服务 随便 不好 东西 好少 ,0,0
2462,179651967,10,菜 新鲜 牛肉丸 好吃 ,1,0
2463,73798971,7,上菜 慢 点 明明 ,1,0
2470,633706,6,两个 扒 东西 量 越来越少 每次 沙拉 难吃 ,1,0
2471,5527472,6,还行 北京路 家 味道 差 ,1,0
2472,4739416,6,还好 份量 够 足 团购 贵 ,1,0
2473,2501098,7,味道 鱼刺 少 团购 圈 挺 划算 ,1,0
2476,4739416,7,向来 不用 排队 份量 比刚 开业 少 总体 性价比 ,1,0
2477,73798971,7,  上菜 比较慢 ,1,0
2488,633706,10,东西 味道 ,1,0
2495,2501098,10,味道 挺 环境 不错 送 饮料 西瓜 服务 ok 鱼太大 适合 两个 吃 ,1,0
2498,5527472,6,牛蛙 实在 太少 40 多元 几块 ,1,0
2499,5527472,3,好吃   前台 收银 男生 态度 不好 ,0,0
2500,5527472,10,不错 组合 锅 喜欢 吃 东西 酸梅 汁 折扣 爸妈 吃 开心 下午 五点 多去 七点 坐满 热热闹闹 扯面 扯 不好 服务员 还会 一部分 扯 ,1,0
2504,5527472,3,真的 好吃 吃 贵 ,0,0
2506,2501098,10,环境 一点 服务员 态度 挺 鱼 味道 做得好 食 ,1,0
2507,5638032,10,吵 点 几样 菜 偏 咸 服务员 热情 ,1,0
2509,5527472,8,说好 包间 失望 配备 标注 包间 诓 ,1,0
2510,73798971,2,环境 一般般 服务 漏 一份 薯条 三次 没上 ,0,0
2514,158754521,8,,1,0
2515,74582725,7,迷你 ,1,0
2522,4739416,10,中午 点 吃 东西   全店 吃 东西   服务员 不怎么样   爱理不理 样子   东西 挺好吃   选择 火焰   三块 三文鱼   甜虾 两支   濑尿虾 三只   八爪 鱼 两块     海草 配料         料多过 饭   好吃 ,1,0
2525,73798971,10,一周 内在 吃 三次 味道 强烈推荐 ,1,0
2528,5527472,10,点 一份 鲶鱼 锅 量足 单点 一份 肥牛 一份 嫩豆腐 豆腐 煮 锅里 酸 店长 看过 发现 豆腐 变质 单里 减去 十块钱 豆腐 钱 锅 油腻 两个 二分之一 量 吃 完 油放多 锅底 全是 油 第一次 黄记煌 情况 装修 不错 服务员 热情 菜品 新鲜 下次 打算 这家 店 吃 别家 店 试一试 ,1,0
2529,117225790,10,排队 号 ,1,0
2530,2501098,10,3.6 斤 鱼 吃 味道 正 吃 ,1,0
2534,2501098,10,烤鱼 味道 十二个 人均 消费 50 吃 超饱 下次 还会 ,1,0
2537,5527472,5,感觉 特别 ,0,0
2539,633706,5,人一多 服务员 态度 不好 没到 服务员 催 ,0,0
2542,90908955,5,猫咪 品种 挺 高冷 店里 只能 摸 抱 周六 用餐 时间 限时 一个半 小时 饮料 挺 好喝 蛋糕 软绵 坐 太 舒适 地方 太小 不像 咖啡厅 餐厅 位置 太 憋 第二次 ,0,0
2543,2501098,10,服务态度 超好 等候 25 分钟 内有 一份 小吃 超过 25 分钟 一扎 饮料 烤鱼 味道 香辣 烤鱼 ## 川北 凉粉 ## 金 桔汁 ## 鲩 鱼 ## 油豆皮 棒棒 哒 ,1,0
2545,86045,6,环境 味道 咖喱 吃 上火 ,1,0
2546,179658375,4,感觉 特别 好吃 加 椰汁 水 收费 ,0,0
2551,2501098,7,排队 那天 排队 酸梅汤 喝 噢 ,1,0
2553,73798971,8,力 炒饭 改进 味道 越来越 不好 牛扒 超棒 ,1,0
2560,633706,8,每次 她家 喜欢 团购 现场 消费 便宜 ,1,0
2566,5638032,5,菜 菜量 少 排队 等位 久 服务 ,0,0
2568,73798971,10,,1,0
2570,2501098,8,味道 环境 暗 烧鱼 烟味 很大 服务态度 ,1,0
2573,164661961,10,还好 还好 还好 问问 ,1,0
2575,5638032,8,态度 好不好 不爽 消费 开心 希望 改进 ,1,0
2579,5527472,10,点 210 元 偏贵 分量 合适 味道 偏重 适合 这重 口味 牛肉 很嫩 酱紫 够味 吃 开心 ,1,0
2580,5527472,8,量 元 茶水 费 饮料 另算 算 团购 券里 ,1,0
2583,5638032,9,味道 酸菜鱼 好像 不太 好吃 服务 环境 ,1,0
2584,158754521,8,反正 鸡爪 真的 喜欢 放 蔬菜   马家 地瓜 丸   肉蟹 煲 ,1,0
2586,5638032,8,口味 有点咸 口味 重 上菜 速度 久 ,1,0
2587,5527472,10,广州     吃   杨梅汁 好喝 ,1,0
2589,633706,10,还行 感觉 好吃 泡菜 没问 算了 ,1,0
2594,73798971,8,第三次 吃 真的 喜欢 扒 小吃 好吃 套餐 里 小吃 更换 好点 ,1,0
2600,172239782,8,店铺 找 大佛寺 牌坊 服务员 勤快 中午 客人 多店 枱 桌较 少 一张 台 团购 三人 套餐 两个 人食 打包 酸菜鱼 酸菜 酸 鱼片 滑 厚 微辣 很辣 鱼片 腥味 酸菜鱼 鱼片 鱼骨 鱼腩 奇怪 芽 菜 鱼蛋 鱼蛋 味道 淡淡的 嚿 粉 头 木耳 靓 猫 耳 木耳 清爽 可口 酸 炒 油菜 一种 选择 油麦 菜 炒 味道 ,1,0
2607,633706,10,味道 一如既往 几次 服务员 热情 摆着 脸 老板 拼 外面 揽客 食物 太 每次 两个 人去 吃不完 上菜 很快 铁板 端 上桌 滋滋 冒油 声音 老公 住 远 跑 口福 ,1,0
2608,5638032,8,试 新菜 新菜 实物 相差 远 味道不好 ,1,0
2609,74582725,8,榴莲 鸡去 味道 不怎么样 ,1,0
2611,5527472,7,感觉 鸡翅 肉 鱼肉 好吃 热久 点 原因 ,1,0
2613,73798971,3,牛排 面条 太硬 味道 一般般 ,0,0
2614,159146980,5,牛肉 冷藏 没什么 牛肉 味道 自助 饮料 雪糕 真的 不错 值得 一去 ,0,0
2620,2501098,7,比上 几次 食 份量 天气 冷炭 放 太小 未食 完 冻 失望 ,1,0
2627,67446384,10,买过     打包带 走 ,1,0
2630,5527472,3,感觉 味道 越来越 差   好吃   服务 不好 ,0,0
2633,633706,7,味道 不错 不吃 生 记得 服务员 牛排 鸡蛋 煮熟 服务员 提醒 只能 提出 ,1,0
2635,5527472,7,有个 团购 为难 开心 ,1,0
2637,633706,5,特色 ,0,0
2640,5527472,6,味道 用美团 实在 太贵 点 期待 优惠 ,1,0
2641,169310417,10,黑 叉烧 好吃 烧鹅 平均水平 汤 马 老师 水缸 装 ,1,0
2642,2501098,10,服务态度 烤鱼 味道 入味 上菜 速度 几快 加大 D 冷气 炉 热 唔 减对 盘鱼 噶 热情 ,1,0
2644,74582725,4,榴莲 千层 榴莲 鸡煲 味道 奇怪 还放 椰汁 吃 椰子 鸡 吃 味道 恶心 吃不下 建议 榴莲 单吃 简单 吃 好味点 搞 乱七八糟 原先 味道 ,0,0
2645,633706,7,Good 第一次 好吃 ,1,0
2647,5527472,3,一般般 反正 吃 没什么 味道 ,0,0
2651,67446384,5,麻辣味 超级 难吃 芝士 味 好吃 ,0,0
2652,2501098,10,味道 好好 服务 好好 网上 预定 排队 ,1,0
2654,5527472,7,味道 分量 太少 贵     吃 一点点 300 ,1,0
2656,73798971,6,分量 足 送 东西 两个 吃不完 周六日 加收 十块 餐厅 潜规则 周六日 吃 ,1,0
2660,2501098,10,烤鱼 味道 两个 吃 两斤 鱼 好撑 点 配菜 酸梅 汁 酸梅 汁 环境 高峰期 ,1,0
2662,633706,8,少 吃 行 WIFI 朋友 说 不好 上网 ,1,0
2663,2501098,10,鱼 称斤 两个 吃 大份 点 味道 不错 有头 菜 ,1,0
2667,2501098,7,点 鱼 虾 配菜 鱼肉 虾 实付 207 块 服务态度 环境 行 ,1,0
2668,164661961,4,吃 添加 增香 香精 吃 完 闻到 衣服 头发 浓重 味道 汤底 添加 香精 汤底 太 咸 女服务员 态度 太 恶劣 问 可不可以 楼上 说 坐 态度 怀疑 顾客 服务员 哒 再也 不想 ,0,0
2670,73798971,2,差评 差评 上餐 好慢 好慢 催 N 遍 一份 豆腐 催 愤怒 ,0,0
2671,5527472,3,感觉 味道 变 餐具 干净 服务 ,0,0
2673,164166476,10,超级 好吃 ,1,0
2674,4739416,10,喜欢 吃 日本料理 团购 奔波 钟 吃 找 挺 久 值得 二十 几块钱 吃 十几样 东西 配菜 海鲜 新鲜 濑尿虾 满分 喜欢 吃 服务态度 不错 挺 吃 店面 空调 足 吃 顺便 试下 刺身 类 店 实惠 ,1,0
2676,2501098,8,点 清江 鱼 点 江 团鱼 刺 鱼刺 鱼肉 很嫩 入味 估计 清江 鱼 肉会 滑 地方 味道 挺 建议 吃 ,1,0
2681,73798971,10,不错 呦 ,1,0
2689,633706,8,,1,0
2691,5527472,10,一如既往 点 牛肉 虾 鸡翅 吃 太 过瘾 酱料 味道 别家 闷锅 抄袭 ,1,0
2694,73798971,10,讲 讲 好吃 好吃 巨 好吃 ,1,0
2702,5527472,10,味道 服务 挺 太辣 ,1,0
2704,179408908,6,烧鸡 肉质 很嫩 ,1,0
2706,5527472,3,感觉 味道 到位 晚 下班 吃 完 收拾 卫生 忙 吃饭 吃 ,0,0
2713,107377267,3,坐 沙发 翻新 破败 不堪 很脏 消费 服务员 入座 没人 点单 坐在 没人 理会 点单 换 座位 舒服 体验 ,0,0
2716,5638032,5,吃 不惯 味道 感觉 一般般 ,0,0
2719,633706,7,穿 黑色 衣服 服务员 摆着 黑脸 套餐 nice ,1,0
2724,2501098,8,菜 恩 样子 比不多 ,1,0
2727,73798971,10,味道 环境 分量 味道 偏咸 ,1,0
2728,4739416,10,环境 好够 安静 店铺 装修 挺 日式 不用 位置 海底 世界 螺肉 濑尿虾 三文鱼 蟹 籽 鲜虾 海草 配菜 材料 算 新鲜 分量 适合 女生 吃 店员 帮忙 鱼 生饭 烧 烧 吃 有股 味道 时间 好点 味道 更正 团购 划算 ,1,0
2729,107377267,4,锅 热 加点 蜡烛 换 店员 次来 加热 然鹅 吃 半边 锅 凉到 成糊 ,0,0
2737,5638032,7,味道 重 挺好吃 吃 太 吃不完 ,1,0
2744,73798971,2,很差 差差 差差 差差 差差 差差 绿茶 饼 不行 ,0,0
2746,73798971,7,晚 收拾 ,1,0
2753,5527472,2,团购 份量 删少 吃 点餐 ,0,0
2754,5527472,3,一扎 酸梅汤 菜快 吃 完 鱼 一般般 建议 点鱼 鱼 焖 烂 ,0,0
2762,160789530,5,评论 只能 说 一家 抖 音刷 红 店 口味 肉感 对得起 价格   火焰 牛扒   椰香 鲜奶 冻   洛神 花茶 ,0,0
2765,5638032,10,好好 休息 一下下 啦啦队长 很武 i   vv ,1,0
2767,2501098,6,味道 真的 一般般 朋友 吃 大部分 吃 ,1,0
2768,633706,2,很早以前 两个 团购 吃 还行 昨天 两个 同学 网络 差老 打不开 问 几个 服务员 说 团购 回家 一看 真 恶心 店里 不设 Wi Fi 四个 人点 两个 牛排 两个 炒饭 收 240 多元 过后 感觉 不对劲 算 收多 他家 记得 单子 该店 味道 永远 ,0,0
2772,74582725,7,去过 榴摊 吃 榴莲 pizza 味道 不错 团购 鸡煲 想 试一下 失望 鸡肉 太老 吸收 榴莲 味 好吃 乌冬面 甜品 黑糯米 建议 改进 鸡煲 做法 ,1,0
2774,633706,4,感觉 一般般 肉肉 意面 软 踏踏 ,0,0
2776,73798971,10,挺好吃 那天 人太多 好久 服务员 点餐 ,1,0
2783,5527472,5,      环境 还好 随便 ,0,0
2787,159146980,5,限时 一个半 小时 自助餐 接受 牛肉 品质 不错 涮 缩水 ,0,0
2788,2501098,7,鱼 不错 固定 两斤 三岁 小孩 ,1,0
2791,179658375,4,口味 餐厅 里 一股 味道 ,0,0
2792,159146980,7,小贵 人多 不划算 吃 太多肉 ,1,0
2795,633706,5,,0,0
2801,73798971,4,环境 味道 差 服务态度 不好 下次 ,0,0
2803,5527472,1,贵 好吃 真的 坑 用餐 环境 很差 服务员 态度 不好 说 鱼 新鲜 推卸责任 ,0,0
2804,5527472,10,服务 每次 聚会 每次 必点 组合 锅 够 三个 吃   组合 锅   鲶鱼   鸡翅   牛蛙 ,1,0
2806,92159107,5,网红店 ,0,0
2807,4739416,10,好吃 .... 便宜 美味       服务 ,1,0
2808,164661961,8,好吃 ,1,0
2815,633706,3,人多 原因 服务态度 超级 差 ,0,0
2816,158754521,8,好吃 上菜 慢 ,1,0
2822,74582725,10,好重 榴莲 味 材料 货真价实 冰草 猪 颈 肉 更配 ,1,0
2825,73798971,3,米饭 干 硬 好吃 ,0,0
2826,91361393,3,贵 超级 贵 分量 少 少 可怜 ,0,0
2828,5527472,10,味道 很正 肉肉少 点 两个 吃 现场 拉面 ,1,0
2829,633706,8,,1,0
2832,73798971,10,好吃 牛肉 很嫩 推荐 尝试 ,1,0
2833,109403441,10,好吃 牛肉 火锅 推荐 三花 牛丸 两个 吃 超级 吃 两天 太赞 ,1,0
2837,73798971,2,上菜 忘记 催 三次 忘记 份 汤 不补 道歉 ,0,0
2840,73798971,10,环境 不错 美团 套餐 点 用美团 付款 优惠 22 承认 取消 退款 付现金 朋友 计较 满意 ,1,0
2845,633706,10,几好 食 食材 新鲜 ,1,0
2850,2501098,2,咸 上菜 慢 服务 还好 真的 太咸 ,0,0
2851,633706,5,太久 记得     评论 15 字 ,0,0
2852,67446384,10,超级 推荐 芝士 味 炸鸡 芒果 啤酒 ,1,0
2858,4739416,10,选左个 火焰 三文鱼 金雕 鱼 盖饭 火炙过 三文鱼 金雕 鱼 焦嫩 可口 配 海藻 螺肉 超有 感觉 ,1,0
2861,633706,7,东西 算多 感觉 好吃 ,1,0
2867,5527472,10,送 扯 面 挺好吃 两份 ,1,0
2876,73798971,8,环境 吃 东西 一般般 不太 喜欢 果汁 真的 好喝 鲜榨 满嘴都是 水果 味 好评 ,1,0
2880,633706,6,环境 东西 味道 ,1,0
2881,5527472,6,吃 完 吃腻 家 ,1,0
2884,2501098,8,服务态度 味道 重 点 口味 ,1,0
2885,5527472,5,,0,0
2890,5527472,2,评分 低 是因为 服务 服务员 理 理 忙 理解 服务员 没事干 去过 家 北京路 这家 服务态度 最差 ︶ ︶ 喊破 喉咙 人理 ,0,0
2892,73798971,4,味道 牛肉 新鲜 ,0,0
2894,92159107,10,位置 好找 马路边 店 吃 周一 周五 下午 三点 半后 休息 五点 点半后 开门 早 门口 排队 先拿号 时间 开门 早 有位 榴莲 必点   巨巨巨 好吃 那种 菠萝 炒饭 好吃 分量 多料 足 点肉 骨 点 猪肚 好喝 菜 一般般 面包 咖喱鸡 好吃 腻 还会 回来 吃 榴莲 下次 要点 第一次 吃 烤 榴莲 口感 点太大 一小半 实惠 环境 不错 赞 ,1,0
2896,2501098,7,价格 贵 位置 不好 找 味道 一般般 服务态度 上菜 ,1,0
2897,179651967,4,买 208 套餐 朋友 买单 签子 吃 102 根 朋友 说结 还给 100 说 抵 几个 菜 回来 想想 套餐 里 几个 菜 抵掉 吃亏 咯 忘记 结算 味道 ,0,0
2900,73798971,10,基友 吃 早点 挺好吃 ,1,0
2904,5527472,8,吃 味道 不错 吃 撑死 ,1,0
2909,633706,6,排 麻麻 ,1,0
2914,2501098,3,真心 好吃 点 烤鱼 味道 吃 贵 ,0,0
2916,2501098,7,菜 合口味 菜 品种 稍微 少 一点 ,1,0
2920,633706,4,味道 主食 吃 完 半天 小吃 没上 催 好久 服务 ,0,0
2927,179408908,4,服务 餐桌 油 卫生纸 ,0,0
2933,2501098,8,这家 烤鱼 喜欢 吃 口味   等位   很快   老公 热气 吃 郁闷 ,1,0
2934,158754521,7,太辣 太辣 中辣 特别 辣 喝 饮料 辣 不行 环境 不错 特别 人多 服务员 忙不过来 太辣 第二天 拉肚子 肠胃 不好 每次 吃 辣 拉肚子 ,1,0
2935,164409108,10,点 一份 牛肉 寿喜 烧 上菜 第一遍 服务员 操作 放汤放 酱油 煮 牛肉 放 配菜 配 无菌 鸡蛋 点 牛肉 味道 鲜美 配菜 金针菇 娃娃 菜 豆腐 面筋 ........ 煮 完 味道 好赞 孩子 喜欢 吃 ,1,0
2936,2501098,1,东西 味道 好吃 路边摊 下次 一点 不辣 骗钱 喝杯 茶 收 五元 茶费 ,0,0
2940,86045,3,字 垃圾 吃 东西 ,0,0
2941,633706,2,东西 不错 打电话 预约 接电话 妇女 估计 老板娘 态度恶劣 不好 问 团购 尼麻 团 艹 ,0,0
2944,2501098,8,口味 感觉 鱼 凉 不知 烤 久 ,1,0
2947,5527472,8,黄记煌 服务 锅有 帅哥 放 完水 跑 汤 滚 换 说 炸 腐竹 先放 说 两遍 意愿 各个方面 有待 提高 菜品 味道 不错 各大 店面 ,1,0
2948,73798971,10,味道 不错 适合 情侣 享受 贵   西冷 牛排 ,1,0
2952,5638032,5,,0,0
2954,164409108,10,晚上 粤海 仰忠汇 商场 楼今 食堂 吃 日式 火锅 ,1,0
2958,179507699,2,味道不好 招牌 海螺 做 特别 难吃 冬荫功 没什么 料 咸得 很坑 ,0,0
2962,633706,2,菜 真的 一般般 算不得 好吃 餐包 黑黑的 东西 服务员 态度 奇怪 端 东西 没什么 礼貌 ,0,0
2963,5527472,8,团购 原因 半小时 催 量少 偏 咸 贵 下次 ,1,0
2966,2501098,10,不错 吃 两个 人用 两张 券 吃 完 感觉 浪费 ,1,0
2967,74582725,10,吃 点 套餐 再点 东西 吃 ,1,0
2973,73798971,4,先 味道 吃 完 牛排 帮 饮料 两次 服务员 说 会上 薯条 小西 旁边 吃完饭 菜 态度 很难 恭维 心给 10 万差评 不想 吃 ,0,0
2975,2501098,10,排队 一会 上菜 很快 忘 点 微辣 辣       味道 不错 ,1,0
2976,164166476,2,点 蟹肉 煲 蟹 新鲜 死 门口 写 只用 新鲜 蟹 下次 消费 ,0,0
2982,633706,4,没什么 服务 好吃 吃 几口 ,0,0
2984,73798971,4,朋友 先到 朋友 时 点餐 服务员 送水来 用餐 途中 想要 一张 纸巾 服务员 说 只能 一张 纸巾 再要 用钱 买 一包 下次 用餐 ,0,0
2986,73798971,7,感觉 岗 顶 吃 好吃 ,1,0
2987,159146980,1,服务 糟糕 服务生 讲 118 138 区别 手上 纸 不肯 一眼 后悔 点 138 档 后厨 哪款 服务生 加 牛肉 欠 钱 下单 延迟 嫌疑 隔壁 两桌 新来 顾客 下单 很快 20 多分钟 糟糕 体验 再来 差劲 ,0,0
2990,4739416,10,不用 排队 吃 鲜美 海鲜 餐 推荐 前往 ,1,0
2992,73798971,7,上菜 挺快 味道 豆腐 酱 胃口 小吃 味精 味 浓 ,1,0
2993,73798971,2,难吃 不像 牛肉 黑椒 味道 做 奇怪 ,0,0
2994,4739416,10,差点 忘 评价 每次 想 吃 料理 棒棒 哒 ,1,0
2995,73798971,8,口感 第一次 吃 点 分熟 难切 下次 去点 分熟 ,1,0
2999,172239782,7,还行 大份 放在 桌子 水果 扔 ,1,0
3000,73798971,6,口味 价格 优惠 太熟 服务员 态度 星期天 加 10 块 ,1,0
3006,74582725,6,双休日 17 30 前去 确保 不用 等位 服务员 少 茶水 自助 用餐 体验 苏丹 泥 味道 还好 团购 不值 ,1,0
3010,91361393,8,凳子 太小 味道 不错 ,1,0
3012,633706,2,上菜 乱七八糟 桌子 太小 餐厅 太吵 坐在 厅堂 听到 厨房 声音 一清二楚 ,0,0
3013,633706,2,一听 团购 服务员 不让 人选 位置 吃 一般般 服务态度 不好 下次 肯定 不去 ,0,0
3014,172239782,2,位置 隐秘 找 半天 找到 服务 差 好不容易 找到 店面 服务员 爱答不理 说 美 团团 购 服务员 说 走开 店里 一桌 客人 店员 忙 菜 堆 餐口 没上 十几分钟 慢悠悠 上菜 桌面上 空空如也 水 碗筷 一问 说 提供 水 哪家 饭店 吃饭 提供 水 酸菜鱼 无力 吐槽 难吃 鱼 新鲜 真不知道 好评 差评 差评 ,0,0
3016,5527472,6,味道 味道 没变 朋友 没试 试下 吃 隔 久 吃 ,1,0
3019,179453956,5,鸡煲 味道 地方 鸡公 煲   匠氏 鸡煲 ,0,0
3020,2501098,8,人太多 点 果汁 催 几次 送来 味道 ,1,0
3022,73798971,3,吃 味道 差 东西 好吃 ,0,0
3024,160789530,1,差劲 ,0,0
3028,4739416,2,点 美团 套餐 芝士 味盖 龙虾肉 味 喷枪 焦味 盖过 芝士 味 龙虾 算是 新鲜 好吃 底下 紫菜 拌 饭 刺身 冰 咬 一口 咬 沙冰 咔 咔响 每次 单点 单点 好吃 美团 买 真的 无语 ,0,0
3030,73798971,4,美团 送 水果 ,0,0
